dwr_id,dau,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,Developed High Intensity,"Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Perennial Ice/Snow,Shrub/Scrub,Woody Wetlands
40_51,143,0.00,0.00,0.02,0.00,0.08,0.02,0.20,,0.01,0.33,0.04,,0.02,,0.28,0.00
40_52,143,,0.11,0.11,,0.00,,0.06,,0.07,0.26,0.00,0.03,0.24,,0.12,0.00
40_53,143,,0.03,0.01,,,,0.06,,0.08,0.41,,0.00,0.36,,0.05,0.00
40_53,145,,,0.01,,0.00,,0.07,,0.04,0.37,,0.01,0.38,,0.11,0.00
40_54,145,,0.10,0.03,0.00,0.00,0.00,0.04,,0.01,0.21,0.00,0.00,0.44,,0.17,0.01
40_55,145,,0.10,0.03,,0.00,,0.01,,0.06,0.28,0.00,0.00,0.27,,0.24,
40_56,145,,,0.02,,,,0.00,,0.09,0.30,0.01,,0.21,,0.37,0.00
40_57,145,0.00,0.00,0.08,,,,0.02,,0.07,0.44,0.01,0.00,0.11,,0.28,0.00
40_58,145,0.01,0.03,0.03,,,,0.00,,0.08,0.39,0.00,,0.01,,0.44,
40_59,145,0.01,,0.02,,,,0.02,,0.08,0.31,0.00,0.00,0.04,,0.52,
40_60,145,0.00,0.00,0.05,,,,,,0.16,0.23,0.01,,,,0.54,
40_61,145,,,0.02,,,,0.02,0.00,0.40,0.06,0.01,0.00,,,0.48,
40_62,145,,,,,,,0.01,,0.80,0.00,0.00,,,,0.20,
40_63,145,,,0.00,,,,0.02,0.00,0.68,0.00,0.00,,,,0.29,
40_64,145,,,0.00,,,,,0.00,0.88,,,,,,0.12,
40_65,134,,,,,,,0.00,,0.91,,,,,,0.09,
40_65,145,,,,,,,0.03,,0.91,,,,,,0.06,
40_66,134,0.00,,,,,,0.01,,0.92,,,,,,0.07,
40_66,145,,,,,,,0.05,,0.86,,,,,,0.09,
40_67,134,0.05,,,,,,,,0.69,0.00,,,,,0.25,
40_68,134,0.15,,,,,,,,0.65,0.01,,,,,0.20,
40_69,134,0.00,,,,,,,0.01,0.81,0.01,,0.01,,,0.16,
40_70,134,0.00,,,,0.00,,0.04,0.01,0.54,0.02,,,,,0.39,
40_71,134,,,,,,,0.03,0.00,0.54,,,,,,0.43,
40_72,134,,,,,,,0.03,0.02,0.75,0.00,,,,,0.20,
40_73,134,,,,,,,0.00,0.02,0.55,0.00,,,,,0.42,
40_74,134,,,,,,,,0.01,0.50,0.00,,0.00,,,0.48,
40_75,134,,,,,,,0.02,0.04,0.46,0.02,,0.10,,,0.36,
40_76,134,,,,,,,,0.01,0.76,0.00,,,,,0.23,
40_77,134,,,,,,,,0.01,0.67,0.01,,,,,0.31,
40_77,266,,,,,,,,,0.75,,,,,,0.25,
40_78,266,0.00,,,,,,,0.04,0.33,0.07,,,,,0.56,
40_79,266,0.00,,,,,,,0.06,0.50,0.05,,,,,0.39,
40_80,266,,,,,,,,0.02,0.61,0.05,,,,,0.32,
40_81,266,,,,,,,,,0.57,0.02,,,,,0.41,
40_82,266,0.00,,,,,,,0.02,0.69,0.02,,0.01,,,0.26,
40_83,266,0.00,,,,,,0.01,0.00,0.61,0.00,,,,,0.37,
40_84,266,,,,,0.00,,0.05,0.03,0.05,0.01,,0.38,,,0.46,
40_85,266,0.00,,,,0.00,,0.01,0.00,,0.00,,0.69,,,0.30,
40_86,266,0.00,,,,0.00,,0.01,,0.00,,,0.85,,,0.14,
40_87,266,,,,,0.00,,0.01,0.00,0.02,0.00,,0.03,,,0.93,
40_88,266,,,,,,,,,0.16,0.00,0.00,,,,0.83,
40_89,266,0.06,0.01,,,,,,0.00,0.01,0.00,,0.02,0.03,,0.87,0.00
40_9,020,0.02,,,,0.00,,0.04,0.12,,0.08,,0.03,0.68,,,0.02
40_90,266,0.24,0.06,,,0.00,,0.00,0.01,0.00,0.01,,0.15,0.16,,0.37,0.00
40_91,266,,,,,0.00,,0.01,0.00,0.11,,,,0.00,,0.87,0.00
40_92,266,,,,,0.00,,0.02,0.00,0.04,0.00,,,0.02,,0.92,
40_93,263,,,,,,,,,,,,,,,1.00,
40_93,266,,,,,,,,,0.01,0.02,,,,,0.97,0.00
40_94,266,,,,,0.01,0.00,0.02,,0.03,0.01,,,,,0.94,0.00
40_95,266,,,,,0.00,,0.01,,0.09,0.00,,,,,0.90,0.00
40_96,266,,,0.00,,,,,,0.07,0.00,0.01,,,,0.91,0.00
40_97,266,,,,,,,,,0.01,0.01,0.00,,,,0.98,0.00
40_98,266,,,,,,,,0.00,,0.02,,,0.01,,0.96,0.00
40_99,266,,,,,,,,,,0.00,,,,,1.00,
40_9,no data,,,,,,,,,,,,1.00,,,,
4_100,262,0.03,,,,0.01,,0.00,0.01,0.14,0.00,,,,,0.81,
4_100,no data,,,,,,,,0.01,0.24,0.01,,,,,0.74,
4_101,262,0.16,,,,,,,0.01,,,,,,,0.82,
4_101,no data,0.00,,,,,,,0.00,0.07,0.00,,,,,0.93,
41_10,020,,0.01,0.12,0.00,0.03,0.02,0.06,,0.19,0.04,0.28,,0.18,,0.04,0.01
41_100,266,,,,,,,,,0.00,0.01,,0.01,0.01,,0.96,0.01
41_101,266,,,,,,,,,,,,0.10,0.01,,0.89,
41_101,no data,,,,,,,,,,0.00,,0.00,0.00,,0.99,0.00
41_11,020,0.00,0.03,0.05,,0.00,0.00,0.05,0.00,0.10,0.03,0.08,,0.61,,0.02,0.01
41_12,020,0.08,0.01,0.02,,0.01,0.00,0.05,0.01,0.01,0.03,0.01,0.03,0.68,,0.02,0.05
41_13,020,0.03,,0.01,0.00,0.14,0.15,0.31,0.01,0.14,0.08,0.02,0.02,0.06,,0.03,0.01
41_13,021,,,,,,,0.94,,,0.03,,,,,0.03,
41_14,020,,,0.02,,,0.00,0.03,,0.72,0.16,0.02,,,,0.04,
41_14,021,,,0.06,,0.00,,0.02,,0.64,0.05,0.08,,0.08,,0.07,0.00
41_15,021,0.00,,0.01,,0.00,,0.00,0.00,0.82,0.02,0.03,0.00,,,0.09,0.01
41_16,021,,,0.03,,,0.00,,0.00,0.79,0.02,0.06,0.00,,,0.10,0.00
41_17,021,0.00,,0.05,,,0.00,0.00,,0.73,0.03,0.08,0.00,,,0.10,0.00
41_18,021,,,0.03,,,,,,0.62,0.08,0.10,,,,0.17,
41_19,021,,,0.07,,,,0.02,,0.57,0.15,0.03,,,,0.16,
41_20,021,,,0.38,,,,0.00,,0.25,0.15,0.02,,,,0.20,
41_21,021,,,0.28,,,,0.02,,0.15,0.33,0.00,,,,0.23,
41_21,030,,,0.06,,,,0.04,,0.00,0.68,,,,,0.22,
41_22,021,0.01,,0.15,,,,0.04,,0.28,0.27,0.04,,,,0.21,
41_22,030,,,0.15,,,,0.02,,0.44,0.08,0.04,0.00,,,0.27,
41_23,030,,,0.19,,,,0.00,,0.53,0.07,0.04,0.01,,,0.16,
41_24,030,,,0.11,,,,0.00,,0.62,0.08,0.03,,,,0.16,
41_25,007,,,,,,,0.05,,0.67,0.00,0.09,,,,0.18,
41_25,030,,,0.09,,,,0.00,,0.65,0.01,0.05,,,,0.19,
41_26,007,0.00,,0.02,,,,0.02,,0.77,0.01,0.03,,,,0.14,
41_26,030,,,0.02,,,,,,0.46,0.04,0.26,,,,0.23,
41_27,007,0.00,,0.09,,0.00,,0.04,0.00,0.79,0.00,0.02,0.00,,,0.06,
41_28,007,0.00,,0.05,,0.00,,0.06,0.00,0.72,0.01,0.02,0.01,,,0.12,
41_29,007,,,0.01,,,,0.03,,0.76,0.00,0.02,,,,0.17,
4_12,no data,,,,,,,,,,,,0.92,,,,
41_30,007,,,0.00,,,,0.03,,0.81,,0.01,,,,0.15,
4_13,014,0.03,0.06,,,0.00,,0.02,0.03,0.08,0.35,0.03,0.09,0.12,,0.15,0.03
41_31,007,,,0.00,,,,0.03,,0.79,0.00,0.04,0.00,,,0.13,
41_32,007,,,0.01,,,,0.01,,0.85,0.00,0.05,0.00,,,0.08,
41_33,007,,,0.01,,,,0.01,,0.89,0.00,0.01,,,,0.08,
41_34,007,,,0.01,,,,0.03,,0.68,0.06,0.03,,,,0.19,
41_35,007,,,0.00,,,,0.02,,0.44,0.04,0.02,,,,0.46,0.00
41_36,007,,,0.00,,,,0.05,,0.27,0.05,0.01,,,,0.62,
41_37,007,,,0.07,,,,0.04,,0.48,0.01,0.03,,,,0.38,
41_38,007,,,0.09,,,,0.04,,0.43,0.01,0.09,,,,0.34,
41_39,007,,,0.02,,,,0.04,,0.17,0.09,0.06,,,,0.61,
4_13,no data,0.02,,,,,,,,,,,0.98,,,,
41_40,007,0.00,,0.01,,0.00,,0.03,,0.46,0.01,0.09,,,,0.40,0.00
4_14,014,0.00,0.19,,0.01,0.03,0.02,0.06,0.03,0.00,0.04,0.01,0.04,0.53,,0.00,0.05
41_41,007,,,0.04,,,,0.01,,0.55,0.00,0.10,,,,0.29,
41_42,007,,,0.02,,,,0.02,,0.59,0.00,0.07,0.01,,,0.29,
41_43,007,,,0.03,,,,0.02,,0.64,0.01,0.04,,,,0.26,
41_43,137,,,0.01,,,,0.05,,0.53,0.01,0.03,,,,0.37,
41_44,137,,,0.01,,,,0.02,,0.86,0.01,0.03,,,,0.07,
41_45,137,,,0.08,,,,0.02,,0.83,0.00,0.03,,,,0.04,
41_46,137,0.00,,0.18,,0.00,0.00,0.04,0.00,0.33,0.01,0.12,0.24,,,0.06,0.01
41_47,137,,,0.09,,0.02,,0.04,,0.20,0.01,0.11,0.45,,,0.06,0.01
41_47,141,,,0.14,,0.01,,0.06,,0.33,0.01,0.23,,,,0.22,
41_48,141,0.01,,0.01,,0.04,0.01,0.13,0.01,0.16,0.04,0.20,0.00,,,0.39,0.01
41_49,141,0.01,,0.00,,0.02,0.01,0.07,0.00,0.05,0.01,0.24,0.13,,,0.46,0.00
41_49,143,0.00,,0.00,,0.05,0.01,0.11,0.00,0.03,0.13,0.26,0.03,,,0.37,0.01
4_15,014,,0.04,0.07,,0.01,0.00,0.07,,0.51,0.03,0.21,,0.02,,0.02,0.00
41_50,143,,,,0.01,0.25,0.16,0.37,,0.01,0.03,0.05,,,,0.11,0.00
41_51,143,,0.02,0.00,0.00,0.16,0.07,0.29,,0.00,0.24,0.01,0.00,0.00,,0.20,0.00
41_52,143,,0.09,0.06,0.00,0.02,0.00,0.11,,0.02,0.29,0.02,0.01,0.28,,0.10,0.01
41_53,143,0.00,0.02,0.04,0.00,0.02,0.00,0.09,,0.01,0.41,0.00,0.01,0.27,,0.11,0.01
41_53,145,,,0.03,,,,0.03,,0.02,0.43,,,0.29,,0.18,0.01
41_54,143,,,0.05,,,,,,,0.26,,,,,0.68,
41_54,145,,,0.06,,0.00,0.00,0.00,,0.02,0.47,0.01,0.00,0.09,,0.33,0.00
41_55,145,,,0.03,,,,0.01,,0.02,0.37,0.01,,0.02,,0.53,
41_56,145,,,0.02,,0.00,,0.02,,0.01,0.57,0.01,,0.13,,0.23,0.00
41_57,145,,,0.04,,,,0.02,,0.02,0.40,0.03,,0.16,,0.32,0.00
41_58,145,,0.07,0.05,,,,0.04,,0.09,0.36,0.01,0.00,0.03,,0.36,0.00
41_59,145,0.00,0.06,0.11,,,,0.04,,0.16,0.20,0.00,0.00,0.00,,0.43,
4_16,014,,,0.03,,0.00,,0.03,,0.56,0.02,0.13,,,,0.22,
41_60,145,0.00,,0.10,,,,0.02,,0.43,0.10,0.00,,,,0.34,
41_61,145,,,0.02,,,,0.04,0.01,0.56,0.18,0.00,,,,0.18,
41_62,145,,,0.00,,,,0.02,0.00,0.70,0.08,0.00,,,,0.19,
41_63,145,,0.00,0.00,,0.00,,0.02,0.00,0.63,0.00,0.00,,,,0.35,
41_64,145,,,0.00,,,,0.02,,0.87,,,,,,0.11,
41_65,145,,,,,,,0.02,,0.86,,,,,,0.12,
41_66,134,0.00,,,,,,0.01,0.01,0.92,,,0.00,,,0.06,
41_66,145,,,,,,,,,0.73,,,,,,0.27,
41_67,134,0.05,,,,0.00,,0.02,0.00,0.81,0.00,,,,,0.12,
41_68,134,0.17,,,,,,,0.00,0.58,0.01,,,,,0.24,
41_69,134,0.02,,,,,,0.02,0.00,0.69,0.00,,,,,0.26,
41_70,134,0.00,,,,0.00,,0.01,,0.72,0.00,,,,,0.28,
4_17,014,0.01,,0.00,,0.00,,0.02,,0.39,0.03,0.00,0.00,,,0.54,
41_71,134,0.01,,,,,,,,0.80,0.00,,0.00,,,0.19,
41_72,134,0.05,,,,,,,,0.85,0.00,,,,,0.10,
41_73,134,0.01,,,,,,0.02,0.07,0.69,0.00,,,,,0.21,
41_74,134,0.01,,,,,,0.02,,0.75,0.00,,,,,0.22,
41_75,134,,,,,,,0.03,0.02,0.83,0.00,,0.01,,,0.11,
41_76,134,,,,,,,0.04,0.02,0.38,0.04,,,,,0.52,
41_77,134,,,,,,,0.00,0.01,0.38,0.03,,,,,0.57,
41_77,266,,,,,,,,,0.74,,,,,,0.26,
41_78,134,0.02,,,,,,,,0.90,,,0.02,,,0.06,
41_78,266,0.17,,,,,,,,0.73,0.00,,,,,0.10,
41_79,134,0.03,,,,,,,,0.87,,,,,,0.11,
41_79,266,0.03,,,,,,,,0.91,0.00,,,,,0.05,
4_18,014,0.02,,0.00,,0.00,,0.02,,0.09,0.11,0.00,0.00,,,0.77,
41_8,020,0.09,,,,0.07,0.02,0.16,0.01,0.02,0.31,0.01,0.17,0.01,,0.12,
41_80,266,,,,,,,,0.02,0.82,0.08,,,,,0.09,
41_8,027,0.02,,0.08,,,,0.07,,0.03,0.34,0.15,0.10,,,0.21,0.01
41_81,266,0.00,,,,,,,,0.96,,,,,,0.04,
41_82,266,0.00,,,,,,,,0.88,0.02,,,,,0.10,
41_83,266,0.00,,,,,,0.02,,0.28,0.00,,,,,0.70,
41_84,266,0.00,,,,0.00,,0.04,0.02,0.07,0.01,,0.18,,,0.68,
41_85,266,0.00,,,,,,,0.00,0.00,0.00,,0.85,0.01,,0.13,
41_86,266,0.00,0.06,,,,,0.00,0.02,0.01,0.02,,0.15,0.03,,0.71,
41_87,266,,,,,0.01,,0.02,0.00,0.02,0.01,,0.01,,,0.94,
41_88,266,,,,,,,,,0.00,0.01,,,,,0.99,
41_89,266,0.01,0.04,,,,,,0.01,0.00,0.00,,,0.07,,0.86,0.00
41_8,no data,,,,,,,,,,,,1.00,,,,
4_19,014,,,0.02,,0.01,,0.02,,0.22,0.00,0.00,,,,0.73,
41_9,020,0.00,,0.14,,0.00,,0.02,0.01,0.20,0.09,0.22,0.00,0.22,,0.06,0.02
41_90,266,0.34,0.00,,,0.00,,0.02,0.03,,0.00,,0.04,0.02,,0.55,0.00
41_9,027,,,0.20,,,,0.03,,0.12,0.12,0.41,,,,0.12,
41_91,266,,0.00,,,,,,0.00,0.00,0.00,,,0.01,,0.98,0.01
41_92,266,,,,,,,,,0.01,0.00,,,0.00,,0.99,0.00
41_93,266,,,,,,,,,,0.00,,,,,1.00,
41_94,266,,,,,,,,,0.00,0.00,,,,,1.00,0.00
41_95,266,,,,,,,0.04,,0.00,0.00,,,,,0.96,0.00
41_96,266,,,,,,,,,0.00,0.00,,,,,1.00,0.00
41_97,266,,,,,,,,,,0.00,,,,,1.00,
41_98,266,,,,,,,,,,0.00,,,0.00,,0.99,0.00
41_99,266,,,,,,,,0.01,,0.00,,0.00,0.00,,0.99,0.00
41_9,no data,,,,,,,,,,,,1.00,,,,
4_20,014,,,0.02,,0.00,,0.03,,0.52,0.00,0.01,,,,0.42,
42_10,020,,,0.11,,,,0.02,,0.44,0.01,0.39,,,,0.03,0.00
42_100,266,,,,,,,,,,0.01,,,0.00,,0.99,
42_10,027,,,0.05,,,,0.03,,0.67,0.00,0.22,,,,0.01,
42_101,266,,,,,,,,,,0.09,,,0.23,,0.68,
4_21,014,,,0.01,,,,0.03,,0.92,,0.05,,,,0.01,
42_101,no data,,0.04,,,,,,0.00,,0.01,,,0.07,,0.87,
42_11,020,,,0.15,,,,0.02,,0.40,0.04,0.35,,,,0.04,0.00
42_12,020,0.05,0.00,0.10,,0.00,0.00,0.04,0.02,0.14,0.36,0.13,0.02,0.05,,0.09,0.01
42_13,020,0.06,,0.01,0.00,0.06,0.03,0.25,0.03,0.11,0.13,0.05,0.03,0.20,,0.02,0.03
42_13,021,0.08,0.01,0.02,,0.01,0.00,0.14,0.00,0.29,0.06,0.05,0.03,0.27,,0.03,0.01
42_14,021,0.06,0.00,0.02,0.00,0.02,0.00,0.07,0.01,0.03,0.07,0.02,0.03,0.52,,0.04,0.11
42_15,021,0.02,0.00,0.08,,0.01,0.00,0.02,0.00,0.44,0.09,0.12,0.02,0.10,,0.07,0.03
42_16,021,,,0.04,,,,0.01,,0.81,0.00,0.03,,,,0.11,
42_17,021,,,0.05,,,,0.00,,0.79,0.02,0.03,0.00,,,0.12,
42_18,021,,,0.05,,,,0.02,,0.29,0.30,0.07,,,,0.27,
42_19,021,,,0.17,,,,0.03,,0.34,0.23,0.05,,,,0.19,
42_20,021,,,0.16,,,,0.03,,0.18,0.46,0.03,,,,0.15,
4_22,014,,,0.02,,0.00,,0.04,,0.89,,0.04,,,,0.02,
42_21,021,,,0.24,,,,0.00,,0.25,0.26,0.03,,,,0.22,
42_22,021,0.00,,0.21,,,,0.00,,0.20,0.26,0.01,,,,0.31,
42_22,030,0.00,,0.24,,,,0.02,,0.11,0.17,0.04,,,,0.42,
42_23,021,,,0.18,,,,,,0.50,0.13,,,,,0.19,
42_23,030,,,0.22,,,,0.01,,0.42,0.11,0.04,0.00,,,0.19,
42_24,030,,,0.24,,,,,,0.38,0.12,0.04,0.01,,,0.21,
42_25,030,,,0.18,,,,0.00,,0.57,0.12,0.02,,,,0.12,
42_26,007,,,0.01,,,,0.04,,0.80,0.02,0.03,,,,0.10,
42_26,030,,,0.03,,,,0.01,,0.79,0.03,0.03,,,,0.11,
42_27,007,0.00,,0.07,,,,0.03,,0.79,0.01,0.01,0.01,,,0.08,
42_28,007,,,0.04,,,,0.04,,0.70,0.01,0.03,0.00,,,0.18,
42_29,007,,,0.01,,,,0.05,,0.63,0.00,0.02,,,,0.29,
42_30,007,,,0.02,,,,0.05,,0.70,0.00,0.03,,,,0.19,
4_23,014,,,0.00,,0.00,,0.05,,0.81,0.00,0.11,,,,0.02,
42_31,007,,,0.00,,,,0.02,,0.84,0.00,0.02,,,,0.11,
42_32,007,,0.02,0.02,,0.00,,0.04,,0.58,0.07,0.06,0.00,,,0.19,
42_33,007,0.00,0.00,0.00,,0.02,0.00,0.14,,0.15,0.26,0.04,0.01,,,0.39,0.00
42_34,007,,,0.00,,0.01,0.00,0.07,0.00,0.06,0.23,0.04,0.00,,,0.57,0.00
42_35,007,,,0.00,,,,0.05,,0.30,0.10,0.02,0.00,,,0.53,
42_36,007,,,0.00,,,,0.03,,0.55,0.03,0.04,,,,0.35,
42_37,007,,,0.02,,,,0.01,,0.64,0.01,0.01,,,,0.32,
42_38,007,,,0.03,,,,0.01,,0.59,0.01,0.03,,,,0.33,
42_39,007,,,0.01,,,,0.03,,0.43,0.03,0.04,,,,0.47,
42_40,007,,,0.03,,,,0.02,,0.64,,0.07,,,,0.25,
4_24,014,0.00,,0.01,,0.00,,0.04,,0.70,,0.17,,,,0.07,
42_41,007,,,0.03,,,,0.02,,0.75,0.00,0.02,,,,0.17,
42_42,007,,,0.01,,,,0.01,,0.66,0.01,0.05,,,,0.27,
42_42,137,,,0.10,,,,0.08,,0.49,,0.22,,,,0.10,
42_43,007,,,0.01,,,,0.03,,0.75,0.02,0.04,,,,0.15,
42_43,137,,,0.14,,,,0.02,,0.62,0.01,0.12,,,,0.08,
42_44,007,,,,,,,,,,0.50,,,,,0.50,
42_44,137,,,0.05,,,,0.00,,0.72,0.02,0.05,,,,0.16,
42_45,137,,,0.05,,,,0.01,,0.85,0.01,0.02,,,,0.07,
42_46,137,,,0.15,,,,0.02,,0.70,0.00,0.09,,,,0.04,
42_47,137,,,0.07,0.00,0.00,0.00,0.04,,0.44,0.00,0.19,0.01,,,0.24,
42_47,141,,,0.63,,,,0.00,,0.19,0.00,0.13,,,,0.05,
42_48,137,,,0.55,,,,,,0.27,,0.08,,,,0.10,
42_48,141,,,0.12,0.00,0.01,0.00,0.16,,0.21,0.05,0.31,,,,0.13,
42_49,141,0.00,,0.01,0.00,0.20,0.02,0.25,,0.05,0.05,0.23,0.01,,,0.18,0.00
42_49,143,,,,,0.09,0.03,0.11,0.01,0.01,0.10,0.39,0.04,,,0.22,0.00
4_25,014,,,0.02,,0.00,,0.03,,0.68,0.00,0.05,,,,0.22,
42_50,141,0.00,,0.00,0.09,0.26,0.31,0.21,0.00,0.00,0.01,0.01,0.07,,,0.01,0.01
42_50,143,0.00,,0.00,0.04,0.24,0.12,0.30,0.00,0.01,0.09,0.04,0.05,,,0.07,0.03
42_51,143,,,0.00,0.09,0.18,0.26,0.20,,0.00,0.15,0.02,0.01,,,0.09,0.00
42_52,143,,0.01,0.10,0.01,0.02,0.01,0.07,,0.03,0.49,0.01,0.00,0.07,,0.16,0.01
42_53,143,0.00,0.04,0.04,0.00,0.03,0.00,0.10,,0.00,0.50,0.00,0.00,0.16,,0.10,0.01
42_54,143,,0.03,0.10,,0.02,,0.09,,0.02,0.57,0.00,,,,0.15,0.01
42_54,145,,,0.04,,0.00,,0.02,,0.03,0.54,0.01,,0.02,,0.33,0.00
42_55,145,,,0.03,,0.00,0.00,0.01,,0.01,0.60,0.01,,0.07,,0.27,0.00
42_56,145,,,0.01,,0.00,,0.04,0.00,0.02,0.69,0.01,,0.05,,0.18,0.00
42_57,145,,,0.02,,0.00,0.00,0.04,,0.03,0.44,0.02,,0.12,,0.33,0.01
42_58,145,0.00,,0.09,,,,0.02,,0.21,0.24,0.01,,0.02,,0.42,0.00
42_59,145,,,0.25,,,,,,0.22,0.12,0.00,0.00,0.02,,0.40,
4_26,014,0.00,,0.01,,0.00,,0.02,,0.69,0.00,0.02,0.00,,,0.25,
42_60,145,,0.00,0.18,,,,,,0.23,0.17,0.00,,0.01,,0.41,
42_61,145,,,0.03,,,,0.03,,0.70,0.03,0.01,0.00,,,0.21,
42_62,145,,,0.00,,,,0.01,,0.97,0.00,0.00,,,,0.02,
42_63,145,,,,,,,0.01,,0.96,,,,,,0.03,
42_64,145,,,,,,,,,0.85,0.00,,,,,0.15,
42_65,145,,,,,,,,,0.82,,,0.00,,,0.18,
42_66,134,,,,,,,,,0.90,0.00,,,,,0.10,
42_66,145,,,,,,,,,0.88,0.00,,0.02,,,0.09,
42_67,134,0.00,,,,,,0.01,,0.88,0.00,,0.00,,,0.10,
42_67,145,,,,,,,,,1.00,,,,,,,
42_68,134,0.01,,,,,,0.04,0.00,0.88,0.00,,,,,0.06,
42_69,134,,,,,,,0.01,,0.90,,,,,,0.09,
4_27,010,,,0.01,,,,0.03,,0.83,0.01,0.02,0.00,,,0.09,0.00
42_70,134,,,,,,,,,0.95,0.00,,,,,0.05,
4_27,014,,,0.00,,,,,,0.91,,0.01,,,,0.08,
42_71,134,0.00,,,,,,,,0.97,,,,,,0.03,
42_72,134,0.31,,,,,,,,0.65,0.00,,,,,0.05,
42_73,134,0.00,,,,,,,,0.94,,,,,,0.06,
42_74,134,0.00,,,,,,,,0.90,,,,,,0.10,
42_75,134,,,,,,,,,0.98,,,,,,0.02,
42_76,134,,,,,,,,,0.94,,,,,,0.06,
42_76,266,,,,,,,,,0.97,,,,,,0.03,
42_77,134,,,,,,,0.03,0.00,0.74,0.01,,,,,0.21,
42_77,266,,,,,0.00,,0.05,0.00,0.75,0.01,,,,,0.18,
42_78,134,0.01,,,,,,,,0.97,,,,,,0.02,
42_78,266,0.00,,,,,,,0.00,0.81,0.01,,,,,0.17,
42_79,134,0.15,,,,,,,,0.80,,,,,,0.05,
42_79,266,0.00,,,,,,,0.03,0.82,0.04,,,,,0.11,
4_28,010,,,0.02,,0.01,,0.07,,0.78,0.00,0.04,,,,0.09,
42_80,266,,,,,,,,0.16,0.31,0.24,,0.02,,,0.26,
42_8,027,0.02,,0.05,,,,0.02,,0.29,0.12,0.26,0.04,,,0.18,0.00
42_81,266,,,,,,,,,0.84,0.00,,,,,0.16,
42_82,266,,,,,,,0.00,,0.94,,,,,,0.05,
42_83,266,0.00,,,,,,0.02,,0.16,0.00,,,,,0.82,
42_84,266,,,,,,,,0.01,0.04,0.00,,0.52,,,0.43,
42_85,266,0.00,,,,,,,,0.37,,,0.40,,,0.23,
42_86,266,0.01,0.01,,,,,,0.00,0.25,0.00,,,,,0.73,
42_87,266,0.03,,,,0.00,,0.02,,0.02,0.02,,,,,0.91,
42_88,266,,,,,,,,,,0.00,,,,,1.00,
42_89,266,,,,,,,0.01,,0.01,0.00,,,,,0.99,
42_8,no data,,,,,,,,,,,,1.00,,,,
4_29,010,,,0.02,,0.00,,0.04,,0.79,0.00,0.06,,,,0.09,
42_9,020,,,0.24,,,,0.01,,0.27,0.00,0.46,,,,0.02,
42_90,266,,,,,,,0.01,,0.01,,,,,,0.97,
42_9,027,,,0.13,,,,0.01,,0.44,0.01,0.38,,,,0.03,0.00
42_91,266,,0.00,,,,,,,0.01,0.00,,,0.01,,0.98,0.00
42_92,266,,,,,,,,,,0.00,,,,,1.00,0.00
42_93,266,,,,,,,,,,0.02,,,,,0.98,
42_94,266,,,,,,,,,0.00,0.00,,,,,1.00,0.00
42_95,266,,,,,0.00,,0.03,,,0.01,,,0.04,,0.92,0.00
42_96,266,,,,,,,,,,0.00,,,,,1.00,
42_97,266,,,,,,,,,,,,,,,1.00,0.00
42_98,266,,,,,,,,,,,,,,,1.00,
42_99,266,,,,,,,,,,0.00,,,,,1.00,
4_30,010,,,0.03,,,,0.01,,0.78,0.02,0.07,,,,0.10,
43_10,020,,,0.05,,,,0.04,,0.57,0.10,0.09,,,,0.15,
43_100,266,,,,,,,,,,0.00,,,0.00,,0.99,
43_10,027,,,0.12,,,,0.03,,0.18,0.34,0.16,,,,0.17,
4_31,010,,,0.01,,,,0.00,,0.92,0.00,0.05,,,,0.02,
43_101,266,,,,,,,,,,,,,0.06,,0.94,
43_101,no data,,0.00,,,,,,,,0.02,,,0.13,,0.85,
43_11,020,,,0.09,,,,0.03,,0.44,0.11,0.19,,,,0.14,
43_11,027,,,0.02,,,,0.04,,0.08,0.44,0.05,,,,0.37,
43_12,020,0.01,0.00,0.08,,,,0.05,0.00,0.51,0.07,0.16,0.01,0.01,,0.10,
43_13,020,0.01,0.01,0.07,,0.04,0.01,0.06,0.01,0.38,0.10,0.10,0.03,0.10,,0.07,0.01
43_13,021,,,0.05,,,,,,0.80,,0.16,,,,,
43_14,020,0.01,,0.02,0.00,0.07,0.03,0.07,,0.60,0.03,0.07,0.04,,,0.05,
43_14,021,0.00,,0.06,,,,0.01,0.00,0.62,0.12,0.05,0.00,0.06,,0.04,0.02
43_15,020,,,0.01,,,,,,0.95,,0.03,,,,0.01,
43_15,021,0.01,,0.01,,0.00,,0.02,0.00,0.76,0.04,0.05,0.01,0.05,,0.03,0.02
43_16,021,0.02,,0.02,,0.00,,0.05,0.00,0.77,0.03,0.04,0.02,0.00,,0.05,0.00
43_17,021,,,0.01,,,,0.03,,0.83,0.01,0.02,,,,0.10,
43_18,021,,,0.03,,,,0.00,,0.67,0.11,0.05,,,,0.15,
43_19,021,,,0.12,,,,0.01,,0.45,0.23,0.06,,,,0.14,0.00
43_20,021,0.00,,0.18,,,,0.01,,0.16,0.25,0.09,0.01,,,0.30,
4_32,010,,,0.08,,,,,,0.56,0.04,0.10,0.00,,,0.23,
43_21,021,0.00,,0.14,,,,,,0.48,0.15,0.05,0.01,,,0.17,
